down,quarter,yardsToGo,yardlineNumber,defendersInTheBox,numberOfPassRushers,HomeScoreBeforePlay,HomeScoreAfterPlay,VisitorScoreBeforePlay,VisitorScoreAfterPlay,PassLength,YardsAfterCatch,PlayResult,firstDown_Conversion
4,1,2,12,8,4,3,3,7,7,0,-4,-4,0
4,1,4,1,6,3,6,6,13,13,1,1,2,0
4,2,2,5,6,5,21,21,14,14,0,0,0,0
4,4,7,6,4,4,21,28,37,37,1,5,6,0
4,1,1,9,7,3,7,7,0,0,0,0,0,0
4,3,1,3,6,3,13,13,20,27,1,2,3,1
4,1,4,8,4,2,6,13,10,10,8,0,8,1
4,2,3,29,5,4,24,24,0,0,-1,-1,-2,0
4,3,3,12,7,3,31,31,7,7,8,2,10,1
4,1,3,8,7,2,13,13,10,10,0,0,0,0
4,2,1,14,8,5,23,23,24,24,-1,-3,-4,0
4,4,2,6,7,4,17,17,17,17,4,2,6,1
4,2,1,11,5,3,24,24,7,7,0,0,0,0
4,2,1,24,8,3,10,10,3,3,5,0,5,1
4,1,5,9,8,5,10,10,10,10,1,6,7,1
4,4,2,41,7,4,24,24,10,10,3,2,5,1
4,1,2,55,6,5,13,13,3,3,2,0,2,0
4,4,3,19,8,5,37,37,42,42,5,2,7,1
4,1,2,42,6,5,13,13,10,10,1,0,1,0
4,2,4,21,6,4,13,13,17,17,1,1,2,0
4,3,8,15,7,3,3,3,13,13,1,0,1,0
4,4,3,22,6,3,42,42,7,7,4,0,4,1
4,2,6,8,4,5,6,6,0,0,2,0,2,0
4,3,1,4,4,2,0,0,27,27,2,1,3,1
4,2,3,5,9,4,10,10,0,0,1,3,4,1
4,4,2,17,8,4,23,23,31,31,-1,-5,-6,0
4,2,6,16,4,2,13,13,13,13,-1,-3,-4,0
4,4,1,39,3,3,24,24,13,13,5,6,11,1
4,4,2,12,6,5,17,17,31,31,3,0,3,1
4,3,2,11,6,6,0,0,0,0,1,3,4,1
4,1,1,14,5,3,10,10,6,6,4,0,4,1
4,2,2,5,5,3,17,24,24,24,4,1,5,1
4,1,2,13,5,4,14,14,3,3,9,2,11,1
4,3,6,4,6,3,7,7,34,34,0,-1,-1,0
4,2,3,17,9,6,23,23,13,13,2,3,5,1
4,4,1,35,6,4,31,31,0,0,1,0,1,0
4,4,1,35,7,5,13,13,6,6,4,0,4,1
4,4,2,2,7,4,28,28,42,42,2,0,2,0
4,4,4,27,4,5,3,3,3,3,4,1,5,1
4,3,1,3,8,4,24,24,31,38,1,2,3,1
4,2,7,1,7,4,24,31,3,3,1,0,1,0
4,3,2,18,3,3,17,17,21,21,3,1,4,1
4,2,1,9,4,4,23,23,20,20,1,2,3,1
4,4,1,5,6,5,20,27,23,23,5,0,5,1
4,3,1,52,6,4,27,27,21,21,5,4,9,1
4,1,2,34,6,3,7,7,0,0,4,2,6,1
4,1,1,4,5,6,6,6,7,7,1,0,1,0
4,3,1,14,6,4,23,23,24,24,2,2,4,1
4,2,2,7,5,3,3,3,0,0,6,0,6,1
4,4,3,17,10,5,7,7,23,23,1,0,1,0
4,4,4,10,8,5,14,14,37,37,-1,-1,-2,0
4,4,1,2,5,3,23,23,20,27,2,0,2,1
4,4,4,1,6,5,13,13,27,34,1,0,1,0
4,1,2,5,5,4,6,6,6,13,5,0,5,1
4,2,5,8,5,5,7,7,7,7,5,2,7,1
4,4,7,7,6,4,7,7,37,37,0,0,0,0
4,2,1,6,6,5,14,14,23,23,1,0,1,0
4,1,4,2,6,3,7,14,6,6,1,1,2,0
4,4,1,18,6,4,42,42,40,40,2,3,5,1
4,3,2,36,4,2,10,10,6,6,4,0,4,1
4,4,3,12,8,3,42,42,40,40,2,0,2,0
4,3,1,3,4,4,3,3,3,3,0,0,0,0
4,1,4,8,8,2,13,13,7,7,2,4,6,1
4,4,6,3,3,4,0,0,14,14,4,0,4,0
4,2,1,12,7,5,21,21,24,24,8,1,9,1
4,2,4,22,6,3,14,14,0,0,7,1,8,1
4,2,1,4,6,4,13,13,17,24,4,0,4,1
4,4,7,8,5,4,6,6,31,38,5,3,8,1
4,2,1,6,4,3,0,0,20,27,5,1,6,1
4,1,5,10,4,4,0,0,0,0,0,0,0,0
4,4,2,9,7,4,37,37,34,34,0,0,0,0
4,1,2,1,7,5,0,0,13,13,0,-1,-1,0
4,3,9,31,5,4,24,24,7,7,4,4,8,0
4,1,2,13,8,3,10,10,13,13,0,0,0,0
4,4,8,1,7,5,23,23,7,7,1,5,6,0
4,2,11,21,8,4,17,17,3,3,8,1,9,0
4,2,4,7,7,5,20,20,20,26,1,6,7,1
4,1,11,24,6,3,7,7,14,14,1,3,4,0
4,2,5,6,7,5,6,6,7,7,2,0,2,0
4,2,1,69,6,6,6,6,14,14,5,0,5,1
4,1,2,16,6,6,13,13,7,7,3,0,3,1
4,3,8,8,4,4,24,24,7,7,4,3,7,0
4,1,5,24,8,5,13,13,14,14,0,-2,-2,0
4,1,4,21,6,5,13,13,13,13,5,0,5,1
4,2,7,8,4,5,14,14,24,24,5,2,7,0
4,2,11,16,3,3,7,7,7,7,0,0,0,0
4,3,7,18,7,3,6,6,14,14,3,0,3,0
4,1,1,23,6,2,14,14,7,7,1,1,2,1
4,4,2,6,7,5,37,37,7,7,0,-3,-3,0
4,1,16,1,5,4,0,0,10,10,0,0,0,0
4,1,4,1,4,3,6,6,7,7,-1,-2,-3,0
4,1,5,55,5,2,7,7,13,13,4,0,4,0
4,2,2,30,10,6,23,23,20,20,1,15,16,1
4,2,4,8,4,5,7,7,14,14,5,0,5,1
4,2,1,4,4,4,10,10,20,20,2,2,4,1
4,1,4,24,4,6,10,10,7,7,7,1,8,1
4,2,2,19,7,5,10,10,23,23,-1,-2,-3,0
4,1,2,6,7,4,3,10,10,10,1,5,6,1
4,1,2,26,8,5,3,3,3,3,5,5,10,1
4,2,1,34,6,4,10,10,0,0,0,0,0,0
4,1,2,3,3,3,6,6,13,13,0,0,0,0
4,4,1,7,9,3,34,34,42,42,0,-7,-7,0
4,1,2,4,6,4,6,13,14,14,3,1,4,1
4,1,3,9,5,5,13,13,3,3,2,6,8,1
4,1,2,29,6,6,3,3,13,13,5,1,6,1
4,3,5,5,6,5,17,17,0,7,4,1,5,0
4,2,2,7,5,4,7,7,23,23,-1,-3,-4,0
4,2,3,22,8,3,3,3,0,0,0,0,0,0
4,3,3,6,6,5,14,14,28,28,1,2,3,0
4,4,3,2,4,4,34,41,40,40,2,0,2,0
4,4,3,35,4,4,14,14,13,13,3,3,6,1
4,1,6,12,5,4,6,6,10,10,3,1,4,0
4,4,2,60,8,5,20,20,21,21,1,5,6,1
4,4,5,4,7,3,3,10,21,21,2,2,4,0
4,3,1,4,6,4,17,17,23,30,3,1,4,1
4,3,6,2,8,3,0,0,21,28,2,0,2,0
4,4,2,8,6,4,28,35,0,0,2,6,8,1
4,3,1,4,4,6,6,6,17,17,3,0,3,1
4,2,1,5,4,4,6,13,14,14,3,2,5,1
4,4,1,19,6,3,7,7,42,42,0,-1,-1,0
4,2,1,20,8,5,17,17,24,24,2,5,7,1
4,3,3,14,7,4,10,10,31,31,3,7,10,1
4,3,2,13,7,3,7,14,0,0,9,4,13,1
4,4,6,36,5,5,0,0,34,34,1,1,2,0
4,2,2,15,5,4,7,7,20,20,0,-2,-2,0
4,2,5,7,5,3,3,3,23,30,3,4,7,1
4,1,3,11,8,4,14,14,3,3,2,2,4,1
4,2,3,35,5,4,6,6,10,10,7,2,9,1
4,1,5,4,4,5,7,7,13,13,0,0,0,0
4,1,5,29,4,5,14,14,0,0,1,3,4,0
4,3,1,12,7,6,20,20,27,27,2,1,3,1
4,4,1,9,6,5,13,13,14,14,5,2,7,1
4,1,2,5,7,6,13,13,6,6,3,2,5,1
4,4,4,26,6,4,10,10,13,13,1,4,5,1
4,3,11,4,5,5,34,34,34,34,1,4,5,0
4,4,8,57,7,5,37,37,31,31,1,0,1,0
4,2,4,6,6,5,17,17,6,6,5,0,5,1
4,3,4,41,6,3,27,27,13,13,1,1,2,0
4,3,6,6,6,3,3,10,13,13,2,4,6,0
4,4,3,4,4,4,37,43,3,3,2,2,4,1
4,1,2,19,4,5,7,7,0,0,2,2,4,1
4,3,6,7,7,5,13,13,3,3,2,0,2,0
4,2,5,2,3,4,17,17,10,10,0,-2,-2,0
4,1,1,10,7,3,7,7,10,10,3,2,5,1
4,1,2,8,5,3,13,13,13,13,3,3,6,1
4,3,2,22,8,4,27,27,7,7,9,3,12,1
4,4,1,4,7,4,17,24,6,6,4,0,4,1
4,4,4,21,3,4,27,27,31,31,10,1,11,1
4,1,1,5,6,2,0,0,7,7,1,2,3,1
4,4,1,9,7,6,40,40,10,10,5,1,6,1
4,2,2,14,7,3,6,6,17,17,2,0,2,0
4,1,1,26,5,6,14,14,6,6,7,0,7,1
4,3,1,13,10,4,31,31,21,21,3,3,6,1
4,4,8,53,7,2,17,17,24,24,2,1,3,0
4,3,2,29,6,5,6,6,20,20,4,5,9,1
4,2,3,6,10,4,24,24,21,28,2,4,6,1
4,1,1,4,5,2,13,13,6,6,1,2,3,1
4,1,2,1,5,4,6,6,13,20,1,0,1,0
4,2,5,26,4,2,0,0,6,6,5,0,5,0
4,4,1,75,8,4,20,20,10,10,1,6,7,1
4,3,2,9,7,4,31,31,6,6,1,4,5,1
4,1,9,10,4,4,10,10,0,0,1,0,1,0
4,1,14,4,7,3,10,10,14,14,4,8,12,0
4,3,2,20,7,6,3,3,31,31,1,3,4,1
4,3,11,32,6,4,23,23,28,28,2,0,2,0
4,4,3,10,7,1,40,47,40,40,7,3,10,1
4,3,2,17,7,2,10,10,0,0,1,5,6,1
4,2,2,2,5,4,13,13,23,23,1,1,2,0
4,2,3,13,8,3,14,14,0,0,3,0,3,0
4,3,2,2,5,5,24,31,31,31,1,1,2,0
4,1,2,2,5,4,0,7,10,10,2,0,2,0
4,3,4,11,5,4,21,21,10,10,0,-3,-3,0
4,4,2,33,6,4,20,20,28,28,0,0,0,0
4,4,2,3,6,5,7,7,40,47,1,2,3,1
4,3,7,31,6,3,6,6,17,17,-1,0,-1,0
4,4,1,13,6,2,34,34,3,3,-1,-4,-5,0
4,3,1,3,6,5,20,20,6,13,3,0,3,1
4,2,3,10,6,4,20,20,14,14,1,1,2,0
4,3,2,12,7,3,3,3,21,21,2,3,5,1
4,4,6,2,8,2,10,10,0,0,3,2,5,0
4,1,2,18,6,4,10,10,10,10,1,3,4,1
4,4,2,3,5,4,6,6,17,24,2,1,3,1
4,2,4,6,8,2,7,7,13,20,1,5,6,1
4,2,5,14,5,4,24,24,20,20,1,2,3,0
4,2,1,11,6,5,14,14,23,23,3,0,3,1
4,3,3,1,3,5,3,10,17,17,1,0,1,0
4,2,5,23,5,4,6,6,14,14,1,2,3,0
4,2,5,12,5,5,24,24,10,10,4,3,7,1
4,4,4,12,7,5,20,27,37,37,9,3,12,1
4,3,1,9,7,3,10,10,13,13,3,0,3,1
4,1,1,3,8,6,10,17,3,3,3,0,3,1
4,3,13,44,6,3,3,3,21,21,0,0,0,0
4,1,2,4,8,6,6,6,6,13,1,3,4,1
4,3,2,50,5,4,28,28,34,34,3,6,9,1
4,2,1,1,7,4,13,13,0,7,1,0,1,0
4,2,5,19,4,4,13,13,17,17,4,10,14,1
4,1,3,12,9,3,13,13,3,3,2,1,3,0
4,1,5,9,6,5,0,0,10,10,2,7,9,1
4,4,1,6,6,5,6,6,24,24,0,-5,-5,0
4,4,4,13,9,3,23,23,40,40,3,1,4,0
4,4,3,5,9,5,0,7,40,40,5,0,5,1
4,3,1,2,6,3,17,24,21,21,1,1,2,1
4,3,3,49,8,5,6,6,21,21,4,1,5,1
4,4,3,9,8,3,20,20,20,20,3,0,3,0
4,3,1,3,3,3,28,28,34,34,1,1,2,1
4,3,1,1,4,2,23,30,10,10,1,0,1,0
4,3,4,2,7,5,14,14,14,21,2,0,2,0
4,4,1,5,4,3,6,6,0,0,0,0,0,0
4,2,1,8,5,4,14,14,20,20,4,0,4,1
4,1,5,45,5,4,7,7,7,7,1,1,2,0
4,2,2,7,6,4,21,21,3,3,2,1,3,1
4,4,3,17,7,2,24,24,28,28,6,0,6,1
4,1,1,23,5,4,14,14,10,10,3,0,3,1
4,2,5,24,8,4,7,7,7,7,0,0,0,0
4,1,1,7,7,5,10,10,10,10,0,-4,-4,0
4,4,3,7,7,4,37,37,42,42,1,0,1,0
4,4,6,40,6,3,3,3,7,7,0,-2,-2,0
4,2,4,47,6,5,23,23,7,7,4,4,8,1
4,4,1,14,8,4,28,28,27,27,3,8,11,1
4,1,2,16,5,4,10,10,7,7,5,2,7,1
4,1,1,17,6,4,0,0,3,3,0,-1,-1,0
4,4,2,21,4,5,24,24,14,14,3,0,3,1
4,4,1,2,7,3,3,10,24,24,1,1,2,1
4,1,3,12,5,5,14,14,7,7,-1,-4,-5,0
4,3,2,4,6,3,27,27,28,28,0,0,0,0
4,1,5,9,7,5,13,13,3,3,4,1,5,0
4,2,2,26,4,2,21,21,0,0,1,2,3,1
4,1,1,12,6,4,10,10,0,0,1,2,3,1
4,2,2,7,8,5,3,3,10,10,2,0,2,0
4,2,5,5,8,7,24,24,0,7,2,3,5,0
4,3,5,13,4,4,28,28,14,14,3,2,5,0
4,3,3,16,7,6,28,28,34,34,-1,-7,-8,0
4,2,3,15,5,2,13,13,3,3,0,0,0,0
4,2,1,2,5,5,21,21,14,14,0,0,0,0
4,2,2,10,4,6,23,23,13,13,3,4,7,1
4,1,1,16,5,4,14,14,3,3,3,1,4,1
4,3,4,66,7,5,20,20,7,7,0,-5,-5,0
4,3,6,1,5,4,3,3,21,28,1,0,1,0
4,3,2,43,3,3,24,24,13,13,1,1,2,0
4,2,1,3,8,4,0,0,14,21,2,1,3,1
4,3,7,6,4,3,7,7,28,28,0,-1,-1,0
4,3,4,4,6,4,14,14,23,23,2,1,3,0
4,3,2,1,7,5,6,6,3,3,0,0,0,0
4,1,1,10,4,5,10,10,13,13,0,-5,-5,0
4,3,2,12,6,3,0,0,7,7,0,-3,-3,0
4,2,3,13,9,3,20,20,0,0,6,1,7,1
4,3,2,28,4,4,28,28,7,7,2,4,6,1
4,3,2,9,7,3,13,13,6,6,-1,-1,-2,0
4,1,1,6,5,3,0,7,10,10,6,0,6,1
4,3,4,14,6,4,27,27,7,7,3,1,4,0
4,4,8,12,7,3,7,7,27,27,4,1,5,0
4,4,1,7,6,4,0,0,17,17,1,1,2,1
4,3,5,1,6,4,27,27,14,14,2,2,4,0
4,2,1,21,7,4,20,20,24,24,1,10,11,1
4,2,2,49,3,3,20,20,14,14,0,0,0,0
4,3,2,17,7,4,14,14,21,21,0,0,0,0
4,3,2,3,4,3,14,21,14,14,1,2,3,1
4,2,1,23,7,5,14,14,6,6,3,1,4,1
4,1,1,21,7,5,3,3,3,3,1,2,3,1
4,4,2,37,6,4,24,24,14,14,1,10,11,1
4,4,1,4,3,5,23,23,13,13,0,0,0,0
4,2,9,4,5,4,10,10,20,20,6,0,6,0
4,3,4,2,6,4,24,24,28,35,2,0,2,0
4,4,4,55,6,6,17,17,23,23,2,5,7,1
4,2,1,12,9,3,0,0,6,6,7,0,7,1
4,4,5,3,4,5,0,0,0,0,0,-4,-4,0
4,4,2,2,7,4,6,6,42,49,1,1,2,0
4,2,1,8,4,3,10,10,6,6,8,0,8,1
4,4,1,37,7,4,17,17,40,40,0,0,0,0
4,2,1,1,8,3,17,17,20,27,1,0,1,0
4,3,8,12,6,3,20,20,13,13,3,6,9,1
4,4,1,24,6,4,10,10,10,10,15,1,16,1
4,1,6,31,5,3,14,14,7,7,0,0,0,0
4,3,3,11,8,4,3,3,13,13,8,1,9,1
4,1,1,7,4,4,7,14,14,14,7,0,7,1
4,4,2,17,5,6,14,14,37,37,7,2,9,1
4,4,5,3,7,4,24,24,27,27,0,0,0,0
4,1,1,2,7,6,3,3,13,13,0,0,0,0
4,1,5,18,7,5,10,10,3,3,9,4,13,1
4,1,5,44,7,4,10,10,13,13,0,-3,-3,0
4,1,3,6,7,3,0,0,6,6,1,1,2,0
4,2,7,7,4,4,20,20,3,3,1,0,1,0
4,2,1,12,5,5,7,7,21,21,2,6,8,1
4,1,10,7,3,5,14,14,10,10,0,-1,-1,0
4,1,1,18,5,6,0,0,6,6,0,0,0,0
4,4,3,16,6,5,0,0,40,40,-1,-1,-2,0
4,1,3,15,8,4,3,3,6,6,1,4,5,1
4,4,13,4,7,5,0,0,20,20,1,0,1,0
4,2,2,14,3,4,7,7,7,7,3,0,3,1
4,1,2,12,7,3,13,13,14,14,2,1,3,1
4,2,1,2,9,3,20,20,21,21,2,0,2,1
4,3,5,51,5,5,34,34,28,28,7,0,7,1
4,3,1,11,5,5,31,31,0,0,0,0,0,0
4,4,3,1,7,4,42,42,37,37,1,1,2,0
4,1,1,22,8,4,7,7,10,10,2,9,11,1
4,1,11,3,4,2,0,0,6,6,5,0,5,0
4,4,1,28,7,3,20,20,28,28,12,2,14,1
4,1,4,3,7,4,10,10,13,13,1,2,3,0
4,3,4,16,3,4,6,6,3,3,5,2,7,1
4,3,2,12,3,4,20,20,34,34,4,0,4,1
4,2,2,9,5,3,10,17,23,23,2,7,9,1
4,3,1,11,10,7,17,17,13,13,5,2,7,1
4,2,1,6,8,5,17,24,7,7,3,3,6,1
4,4,2,11,4,4,10,10,14,14,3,0,3,1
4,2,1,56,5,3,20,20,21,21,2,0,2,1
4,3,2,11,6,5,31,31,6,6,4,4,8,1
4,1,7,36,4,3,6,6,10,10,2,0,2,0
4,4,2,6,7,4,6,6,37,44,5,1,6,1
4,4,4,19,5,4,24,24,6,6,0,0,0,0
4,1,1,10,3,4,6,6,7,7,0,0,0,0
4,1,4,40,3,4,10,10,10,10,7,0,7,1
4,4,5,7,5,3,21,21,14,14,2,1,3,0
4,2,1,17,9,4,24,24,7,7,0,-2,-2,0
4,2,3,37,6,4,21,21,7,7,6,3,9,1
4,1,4,12,5,4,3,3,13,13,6,2,8,1
4,3,6,9,7,2,13,13,20,20,2,0,2,0
4,4,1,19,4,3,37,37,7,7,2,0,2,1
4,3,1,34,5,3,10,10,24,24,0,0,0,0
4,3,1,45,7,5,20,20,34,34,11,0,11,1
4,2,1,7,7,3,0,0,13,13,3,0,3,1
4,4,6,4,5,4,21,21,23,23,4,0,4,0
4,2,1,1,5,3,14,14,6,6,0,0,0,0
4,4,8,5,5,6,10,10,14,14,0,0,0,0
4,1,1,6,3,2,7,7,6,6,0,0,0,0
4,1,1,8,4,5,7,7,6,12,3,5,8,1
4,3,5,1,8,4,20,27,23,23,1,0,1,0
4,2,1,39,5,2,23,23,23,23,0,0,0,0
4,1,11,14,9,5,6,6,13,13,1,0,1,0
4,3,15,13,7,3,27,27,31,31,1,5,6,0
4,3,2,1,9,4,3,10,14,14,1,0,1,0
4,3,6,23,7,4,6,6,34,34,2,1,3,0
4,4,1,8,5,3,28,28,0,0,1,0,1,0
4,4,3,19,5,3,0,0,23,23,5,0,5,1
4,2,2,19,6,3,21,21,13,13,5,0,5,1
4,2,4,23,5,4,23,23,3,3,-1,-3,-4,0
4,3,6,13,6,2,14,14,6,6,2,3,5,0
4,2,5,11,6,3,20,20,23,23,1,1,2,0
4,2,6,3,8,5,24,24,20,26,1,2,3,0
4,3,1,11,8,4,7,7,20,20,0,0,0,0
4,2,1,9,4,3,14,14,6,13,7,2,9,1
4,1,1,7,6,4,10,10,6,6,-1,-5,-6,0
4,4,1,10,7,4,7,7,31,31,2,2,4,1
4,4,1,7,8,3,40,47,14,14,5,2,7,1
4,3,4,4,5,4,10,10,23,30,1,3,4,0
4,3,4,1,4,3,34,34,34,41,1,0,1,0
4,1,1,35,4,3,6,6,10,10,1,4,5,1
4,3,1,4,6,5,14,14,20,20,3,0,3,1
4,2,1,9,6,5,6,6,20,20,2,0,2,1
4,1,7,8,10,4,6,6,3,3,6,2,8,1
4,1,6,1,7,4,6,6,6,13,1,0,1,0
4,3,4,20,6,5,21,21,21,21,8,4,12,1
4,4,1,5,7,2,27,34,13,13,2,3,5,1
4,1,1,9,8,6,10,17,3,3,4,5,9,1
4,4,12,3,8,4,0,0,31,31,7,0,7,0
4,4,4,17,6,2,42,42,42,42,0,0,0,0
4,3,1,13,3,3,10,10,6,6,1,4,5,1
4,4,1,28,5,4,20,20,20,20,-1,-3,-4,0
4,1,4,11,7,2,14,14,7,7,1,0,1,0
4,4,2,3,7,5,6,6,13,13,1,2,3,1
4,1,2,5,3,5,10,10,13,13,0,0,0,0
4,3,1,15,8,4,3,3,10,10,0,0,0,0
4,2,4,8,6,5,13,20,24,24,7,1,8,1
4,4,3,20,8,5,10,10,0,0,0,-1,-1,0
4,4,1,2,5,4,31,38,20,20,2,0,2,1
4,2,1,10,5,5,10,10,20,20,0,-1,-1,0
4,1,15,5,7,4,13,13,0,0,9,1,10,0
4,1,1,8,6,4,6,6,6,6,3,2,5,1
4,2,5,31,5,6,21,21,6,6,4,3,7,1
4,3,2,5,5,6,7,7,21,28,1,4,5,1
4,1,7,49,5,2,7,7,7,7,5,3,8,1
4,1,7,4,4,4,3,3,3,3,3,2,5,0
4,1,7,3,6,5,3,3,10,10,6,0,6,0
4,1,8,83,7,5,13,13,7,7,0,0,0,0
4,2,2,14,6,4,24,24,17,17,3,6,9,1
4,3,1,4,9,5,0,0,24,24,3,1,4,1
4,3,3,24,8,4,3,3,21,21,0,0,0,0
4,4,1,56,7,4,27,27,7,7,2,1,3,1
4,2,1,23,3,2,13,13,20,20,5,2,7,1
4,3,13,4,4,3,17,17,34,34,1,2,3,0
4,2,3,8,5,4,20,20,6,6,3,2,5,1
4,1,1,34,4,4,3,3,13,13,5,1,6,1
4,2,3,23,5,3,7,7,10,10,1,0,1,0
4,2,4,21,4,3,0,0,7,7,0,0,0,0
4,1,1,15,6,4,10,10,7,7,2,0,2,1
4,1,3,38,3,4,14,14,0,0,5,8,13,1
4,4,1,3,5,5,23,23,13,13,1,0,1,0
4,2,2,8,4,6,21,21,10,10,2,0,2,0
4,4,3,2,8,5,23,23,13,13,0,-1,-1,0
4,3,3,3,4,4,20,20,3,10,3,0,3,0
4,1,2,26,4,2,6,6,0,0,0,0,0,0
4,2,3,1,6,2,0,0,3,10,1,0,1,0
4,1,5,31,6,4,6,6,13,13,7,1,8,1
4,3,2,53,5,4,31,31,10,10,2,3,5,1
4,1,1,12,7,5,0,0,6,6,-1,0,-1,0
4,3,1,6,8,4,28,28,21,21,-1,0,-1,0
4,3,1,45,6,5,6,6,21,21,-1,-1,-2,0
4,3,1,16,3,4,24,24,34,34,1,0,1,0
4,1,1,14,5,4,3,3,13,13,1,1,2,1
4,1,1,24,6,4,13,13,3,3,3,2,5,1
4,4,5,2,5,4,28,28,0,7,2,0,2,0
4,2,1,17,6,4,7,7,7,7,0,-7,-7,0
4,1,2,5,8,3,6,13,10,10,5,0,5,1
4,2,2,37,4,5,14,14,3,3,0,-1,-1,0
4,2,2,9,3,4,0,0,7,7,7,2,9,1
4,1,3,30,6,5,3,3,3,3,2,2,4,1
4,2,4,9,3,4,6,6,17,17,9,0,9,1
4,1,3,35,7,2,3,3,7,7,16,2,18,1
4,4,2,14,7,5,13,13,6,6,1,2,3,1
4,2,2,11,7,5,7,7,13,13,3,1,4,1
4,2,5,12,6,4,13,13,14,14,0,0,0,0
4,4,12,4,5,5,27,27,24,24,0,-3,-3,0
4,2,7,10,7,5,0,0,21,21,-1,0,-1,0
4,2,2,9,6,6,0,0,7,7,9,0,9,1
4,4,1,8,3,5,10,10,42,42,4,0,4,1
4,1,1,4,5,3,7,7,14,14,1,0,1,0
4,4,4,12,5,5,3,3,0,0,0,0,0,0
4,3,6,20,7,4,23,23,20,20,1,8,9,1
4,1,2,7,7,3,6,6,10,10,-1,-3,-4,0
4,1,8,20,6,6,3,3,3,3,1,4,5,0
4,2,1,7,5,4,17,17,21,21,1,5,6,1
4,2,1,23,6,4,14,14,3,3,0,-3,-3,0
4,2,2,38,5,3,7,7,7,7,7,2,9,1
4,1,1,4,5,3,14,14,7,14,2,2,4,1
4,4,5,37,8,3,28,28,7,7,1,8,9,1
4,3,5,1,7,5,17,17,27,27,-1,0,-1,0
4,4,1,3,6,4,3,3,34,34,2,0,2,1
4,4,2,6,7,3,14,14,3,3,2,1,3,1
4,2,4,10,7,2,6,6,14,14,-1,-2,-3,0
4,3,3,2,6,5,10,10,31,38,2,0,2,0
4,4,12,5,5,4,31,31,0,0,1,4,5,0
4,3,6,9,6,3,14,14,31,38,5,4,9,1
4,2,1,4,8,4,21,28,0,0,1,3,4,1
4,4,2,10,7,5,20,20,20,20,1,1,2,0
4,1,1,14,6,6,6,6,0,0,-1,-2,-3,0
4,1,1,4,4,1,6,13,10,10,4,0,4,1
4,2,1,1,9,4,14,14,23,30,1,0,1,0
4,2,3,19,4,4,24,24,0,0,3,2,5,1
4,3,2,4,5,4,24,24,27,34,2,2,4,1
4,1,6,33,3,3,6,6,13,13,0,-2,-2,0
4,3,4,15,6,2,13,13,31,31,0,-2,-2,0
4,3,5,7,7,3,31,31,10,10,5,0,5,0
4,4,3,10,6,3,37,37,28,28,6,2,8,1
4,1,3,1,5,2,0,0,3,10,1,0,1,0
4,2,4,21,5,4,17,17,3,3,0,0,0,0
4,3,4,1,5,2,24,24,20,20,0,0,0,0
4,2,1,8,8,4,13,13,6,6,-1,-5,-6,0
4,1,4,13,6,6,13,13,14,14,3,2,5,1
4,1,2,26,8,5,3,3,0,0,3,0,3,1
4,1,1,19,5,4,3,3,7,7,8,4,12,1
4,4,1,14,7,3,40,47,6,6,2,12,14,1
4,1,2,19,5,3,10,10,3,3,0,-1,-1,0
4,3,5,58,5,3,7,7,24,24,1,8,9,1
4,3,2,6,8,4,21,21,6,6,5,1,6,1
4,1,2,44,5,5,3,3,3,3,8,1,9,1
4,4,12,19,7,3,37,37,20,20,6,0,6,0
4,3,1,1,5,3,27,34,17,17,1,0,1,0
4,4,8,12,7,5,34,34,42,42,1,3,4,0
4,1,6,57,5,3,13,13,7,7,8,0,8,1
4,2,5,14,7,4,6,6,20,20,0,-2,-2,0
4,2,1,5,5,4,17,17,10,17,5,0,5,1
4,1,3,7,5,2,3,3,14,14,0,-1,-1,0
4,1,3,1,8,4,6,6,10,10,1,0,1,0
4,1,1,4,9,3,13,13,10,10,0,-3,-3,0
4,1,5,22,8,2,7,7,0,0,7,0,7,1
4,4,1,45,7,6,23,23,13,13,0,-1,-1,0
4,4,6,28,7,5,24,24,40,40,0,-2,-2,0
4,2,13,19,6,3,14,14,17,17,7,2,9,0
4,2,5,56,6,2,7,7,13,13,0,0,0,0
4,2,4,8,5,4,3,3,13,13,0,-3,-3,0
4,4,1,16,9,5,6,6,31,31,2,4,6,1
4,3,4,16,5,6,7,7,7,7,5,10,15,1
4,1,1,7,7,5,7,7,0,0,0,0,0,0
4,3,1,3,9,3,23,23,31,38,3,0,3,1
4,4,10,9,4,3,10,10,23,23,1,2,3,0
4,3,1,25,5,3,34,34,28,28,1,6,7,1
4,3,5,14,7,3,7,7,27,27,7,0,7,1
4,2,13,18,8,5,24,24,10,10,3,0,3,0
4,3,1,66,6,6,24,24,31,31,5,1,6,1
4,3,4,9,7,4,17,17,27,27,3,0,3,0
4,3,3,23,6,4,21,21,23,23,3,1,4,1
4,1,5,1,8,5,0,0,7,14,1,0,1,0
4,2,8,6,3,3,23,23,0,0,4,1,5,0
4,4,3,11,7,5,37,37,13,13,3,6,9,1
4,3,8,33,9,4,10,10,6,6,5,2,7,0
4,1,1,3,7,3,3,3,0,0,0,0,0,0
4,2,3,9,7,3,14,14,13,13,1,0,1,0
4,2,2,8,6,3,3,3,0,0,1,1,2,0
4,4,2,13,3,4,31,31,31,31,5,3,8,1
4,1,3,17,6,4,3,3,6,6,9,2,11,1
4,3,2,9,6,4,6,6,28,28,2,3,5,1
